Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendingAdjusted,perCapSpendAdjusted
Hospital Care (Millions of Dollars),8,Far West,8.5,1990,3911,4866669,Washington,9386.669311400154,0.0019287667419748812
Hospital Care (Millions of Dollars),5,Southeast,6.3,1990,1738,1793477,West Virginia,4171.319678653405,0.0023258283650436583
Hospital Care (Millions of Dollars),3,Great Lakes,7.1,1990,4313,4891954,Wisconsin,10351.496993114004,0.002116025006186486
Hospital Care (Millions of Dollars),7,Rocky Mountains,7.7,1990,347,453589,Wyoming,832.8238944146904,0.0018360760389134004
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.6,1990,2521,4040389,Alabama,6050.573596021424,0.001497522539542956
Physician & Clinical Services (Millions of Dollars),8,Far West,8.8,1990,360,550043,Alaska,864.0247895944914,0.0015708313524478838
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.7,1990,2592,3665339,Arizona,6220.978485080337,0.0016972450529351684
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.5,1990,1248,2350624,Arkansas,2995.285937260903,0.0012742514061206314
Physician & Clinical Services (Millions of Dollars),8,Far West,7.2,1990,24636,29811427,California,59128.09643458303,0.0019834037610672924
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,8.0,1990,2122,3294473,Colorado,5092.94612088753,0.0015459061649276014
Physician & Clinical Services (Millions of Dollars),1,New England,7.7,1990,2425,3287116,Connecticut,5820.1669854628935,0.0017705998162105912
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.6,1990,436,666168,Delaware,1046.4300229533285,0.001570820007795824
Physician & Clinical Services (Millions of Dollars),2,Mideast,6.5,1990,786,606900,District of Columbia,1886.4541239479727,0.0031083442477310473
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.5,1990,11362,12938071,Florida,27269.58238714614,0.0021077007837680085
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.8,1990,4160,6478149,Georgia,9984.286457536344,0.0015412251952735794
Physician & Clinical Services (Millions of Dollars),8,Far West,7.1,1990,729,1108229,Hawaii,1749.650198928845,0.0015787803774570462
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.9,1990,438,1006734,Idaho,1051.2301606732979,0.001044198527787179
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.1,1990,6522,11430602,Illinois,15653.249104820201,0.0013694159856865108
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.9,1990,3036,5544156,Indiana,7286.609058913544,0.001314286441238945
Physician & Clinical Services (Millions of Dollars),4,Plains,6.5,1990,1253,2776831,Iowa,3007.286281560827,0.0010829921884193986
Physician & Clinical Services (Millions of Dollars),4,Plains,7.0,1990,1425,2477588,Kansas,3420.0981254781946,0.001380414389106742
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.8,1990,1884,3686892,Kentucky,4521.729732211171,0.0012264340078882623
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.2,1990,2515,4221826,Louisiana,6036.173182861516,0.0014297541355000219
Physician & Clinical Services (Millions of Dollars),1,New England,8.1,1990,548,1227928,Maine,1315.2377352716146,0.0010711033018805782
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.1,1990,3333,4780753,Maryland,7999.429510328999,0.0016732572275390506
Physician & Clinical Services (Millions of Dollars),1,New England,8.4,1990,4127,6016425,Massachusetts,9905.08418515685,0.0016463405070547459
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,6.1,1990,5275,9295287,Michigan,12660.363236419282,0.0013620196166529643
Physician & Clinical Services (Millions of Dollars),4,Plains,7.4,1990,2986,4375665,Minnesota,7166.605615914308,0.0016378323331229215
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.7,1990,1094,2575475,Mississippi,2625.67533282326,0.0010194916793303216
Physician & Clinical Services (Millions of Dollars),4,Plains,7.1,1990,2837,5116901,Missouri,6808.995355776588,0.0013306873351226823
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.4,1990,374,799065,Montana,897.6257536342771,0.0011233451016303768
Physician & Clinical Services (Millions of Dollars),4,Plains,7.6,1990,799,1578417,Nebraska,1917.6550191277738,0.0012149229380624853
Physician & Clinical Services (Millions of Dollars),8,Far West,9.7,1990,920,1201675,Nevada,2208.0633511859223,0.0018374879657028084
Physician & Clinical Services (Millions of Dollars),1,New England,9.2,1990,566,1109252,New Hampshire,1358.4389747513392,0.001224644151871116
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.0,1990,5143,7747750,New Jersey,12343.554146901302,0.001593179200013075
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.0,1990,678,1515069,New Mexico,1627.2466870696253,0.001074041305755464
Physician & Clinical Services (Millions of Dollars),2,Mideast,7.4,1990,10927,17990778,New York,26225.552433052795,0.0014577219747279853
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.8,1990,3243,6632448,North Carolina,7783.423312930376,0.0011735370277958267
Physician & Clinical Services (Millions of Dollars),4,Plains,6.6,1990,463,638800,North Dakota,1111.2318821729152,0.0017395614936958597
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,6.7,1990,6588,10847115,Ohio,15811.653649579192,0.0014576828631003905
Physician & Clinical Services (Millions of Dollars),6,Southwest,7.0,1990,1576,3145576,Oklahoma,3782.5085233358845,0.001202485180245489
Physician & Clinical Services (Millions of Dollars),8,Far West,7.7,1990,1729,2842337,Oregon,4149.719058913543,0.0014599672941363194
Physician & Clinical Services (Millions of Dollars),2,Mideast,7.6,1990,7243,11882842,Pennsylvania,17383.698752869168,0.00146292433686059
Physician & Clinical Services (Millions of Dollars),1,New England,7.3,1990,594,1003464,Rhode Island,1425.6409028309106,0.0014207195303776823
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.6,1990,1566,3486310,South Carolina,3758.5078347360372,0.0010780761994016704
Physician & Clinical Services (Millions of Dollars),4,Plains,7.7,1990,340,696004,South Dakota,816.0234123947973,0.0011724406934368154
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.3,1990,3031,4877203,Tennessee,7274.60871461362,0.0014915533994819612
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.2,1990,10367,16986335,Texas,24881.513871461368,0.001464795900437697
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,8.5,1990,825,1722850,Utah,1980.056809487376,0.0011492914702309405
Physician & Clinical Services (Millions of Dollars),1,New England,8.1,1990,250,562758,Vermont,600.0172149961745,0.0010662082369263066
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.5,1990,3557,6189197,Virginia,8537.044934965572,0.00137934613084146
Physician & Clinical Services (Millions of Dollars),8,Far West,8.4,1990,3094,4866669,Washington,7425.813052792656,0.0015258512655766513
Physician & Clinical Services (Millions of Dollars),5,Southeast,6.7,1990,955,1793477,West Virginia,2292.0657612853865,0.001278001201735727
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.7,1990,2744,4891954,Wisconsin,6585.788951798012,0.0013462491576572493
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.2,1990,170,453589,Wyoming,408.01170619739867,0.0008995185205051239
Other Professional Services (Millions of Dollars),5,Southeast,10.0,1990,148,4040389,Alabama,355.2101912777353,8.791484960426715e-05
Other Professional Services (Millions of Dollars),8,Far West,11.1,1990,52,550043,Alaska,124.8035807192043,0.00022689786202024988
Other Professional Services (Millions of Dollars),6,Southwest,11.2,1990,273,3665339,Arizona,655.2187987758226,0.00017876076367719947
Other Professional Services (Millions of Dollars),5,Southeast,10.3,1990,117,2350624,Arkansas,280.8080566182097,0.00011946106932380921
Other Professional Services (Millions of Dollars),8,Far West,8.5,1990,2896,29811427,California,6950.599418515686,0.00023315218753250846
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.8,1990,286,3294473,Colorado,686.4196939556236,0.00020835493080551082
Other Professional Services (Millions of Dollars),1,New England,9.7,1990,271,3287116,Connecticut,650.4186610558532,0.00019786909286312172
Other Professional Services (Millions of Dollars),2,Mideast,11.4,1990,48,666168,Delaware,115.2033052792655,0.00017293431278486135
Other Professional Services (Millions of Dollars),2,Mideast,8.7,1990,45,606900,District of Columbia,108.00309869931142,0.00017795864013727373
Other Professional Services (Millions of Dollars),5,Southeast,11.1,1990,1050,12938071,Florida,2520.072302983933,0.00019477960068266226
Other Professional Services (Millions of Dollars),5,Southeast,10.9,1990,372,6478149,Georgia,892.8256159143077,0.00013782109919273356
Other Professional Services (Millions of Dollars),8,Far West,9.9,1990,82,1108229,Hawaii,196.80564651874525,0.0001775857214697912
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.6,1990,58,1006734,Idaho,139.2039938791125,0.00013827286441017437
Other Professional Services (Millions of Dollars),3,Great Lakes,9.9,1990,690,11430602,Illinois,1656.0475133894417,0.00014487841614898688
Other Professional Services (Millions of Dollars),3,Great Lakes,9.4,1990,314,5544156,Indiana,753.6216220351952,0.00013593081111628084
Other Professional Services (Millions of Dollars),4,Plains,8.2,1990,179,2776831,Iowa,429.612325937261,0.0001547131697741998
Other Professional Services (Millions of Dollars),4,Plains,8.8,1990,161,2477588,Kansas,386.4110864575364,0.00015596260817276174
Other Professional Services (Millions of Dollars),5,Southeast,10.5,1990,149,3686892,Kentucky,357.61026013772,9.699504627141777e-05
Other Professional Services (Millions of Dollars),5,Southeast,10.0,1990,221,4221826,Louisiana,530.4152180566183,0.00012563644689682102
Other Professional Services (Millions of Dollars),1,New England,10.4,1990,89,1227928,Maine,213.60612853863816,0.00017395655815213772
Other Professional Services (Millions of Dollars),2,Mideast,10.2,1990,343,4780753,Maryland,823.2236189747515,0.00017219538825259358
Other Professional Services (Millions of Dollars),1,New England,9.6,1990,477,6016425,Massachusetts,1144.832846212701,0.00019028457035743005
Other Professional Services (Millions of Dollars),3,Great Lakes,8.5,1990,604,9295287,Michigan,1449.6415914307577,0.00015595447364140103
Other Professional Services (Millions of Dollars),4,Plains,9.5,1990,308,4375665,Minnesota,739.221208875287,0.00016893916898923637
Other Professional Services (Millions of Dollars),5,Southeast,10.3,1990,93,2575475,Mississippi,223.20640397857693,8.66661116798171e-05
Other Professional Services (Millions of Dollars),4,Plains,9.5,1990,313,5116901,Missouri,751.2215531752105,0.0001468118209000351
Other Professional Services (Millions of Dollars),7,Rocky Mountains,9.5,1990,49,799065,Montana,117.6033741392502,0.0001471762298927499
Other Professional Services (Millions of Dollars),4,Plains,10.0,1990,82,1578417,Nebraska,196.80564651874525,0.00012468545797387207
Other Professional Services (Millions of Dollars),8,Far West,11.9,1990,119,1201675,Nevada,285.6081943381791,0.0002376750738246024
Other Professional Services (Millions of Dollars),1,New England,9.7,1990,84,1109252,New Hampshire,201.60578423871462,0.00018174930875825747
Other Professional Services (Millions of Dollars),2,Mideast,10.2,1990,728,7747750,New Jersey,1747.2501300688602,0.00022551710239345103
Other Professional Services (Millions of Dollars),6,Southwest,9.9,1990,100,1515069,New Mexico,240.0068859984698,0.00015841317194033395
Other Professional Services (Millions of Dollars),2,Mideast,9.2,1990,1372,17990778,New York,3292.894475899006,0.00018303235557122689
Other Professional Services (Millions of Dollars),5,Southeast,11.0,1990,337,6632448,North Carolina,808.8232058148433,0.00012194942286993329
Other Professional Services (Millions of Dollars),4,Plains,9.2,1990,40,638800,North Dakota,96.00275439938792,0.00015028609016810884
Other Professional Services (Millions of Dollars),3,Great Lakes,8.8,1990,687,10847115,Ohio,1648.8473068094877,0.0001520079124089205
Other Professional Services (Millions of Dollars),6,Southwest,9.5,1990,184,3145576,Oklahoma,441.6126702371845,0.0001403916707900825
Other Professional Services (Millions of Dollars),8,Far West,10.1,1990,235,2842337,Oregon,564.0161820964041,0.00019843395842801333
Other Professional Services (Millions of Dollars),2,Mideast,9.7,1990,860,11882842,Pennsylvania,2064.0592195868408,0.000173700804873686
Other Professional Services (Millions of Dollars),1,New England,10.3,1990,61,1003464,Rhode Island,146.4042004590666,0.00014589880699164754
Other Professional Services (Millions of Dollars),5,Southeast,10.8,1990,140,3486310,South Carolina,336.00964039785777,9.637973685583261e-05
Other Professional Services (Millions of Dollars),4,Plains,9.5,1990,42,696004,South Dakota,100.80289211935731,0.00014483090918925368
Other Professional Services (Millions of Dollars),5,Southeast,10.7,1990,265,4877203,Tennessee,636.018247895945,0.00013040635132389303
Other Professional Services (Millions of Dollars),6,Southwest,10.8,1990,1034,16986335,Texas,2481.671201224178,0.000146098095982693
Other Professional Services (Millions of Dollars),7,Rocky Mountains,11.4,1990,94,1722850,Utah,225.60647283856164,0.0001309495735778284
Other Professional Services (Millions of Dollars),1,New England,10.2,1990,34,562758,Vermont,81.60234123947974,0.00014500432022197771
Other Professional Services (Millions of Dollars),5,Southeast,10.7,1990,327,6189197,Virginia,784.8225172149962,0.0001268052248482309
Other Professional Services (Millions of Dollars),8,Far West,10.2,1990,384,4866669,Washington,921.626442234124,0.00018937520555314613
Other Professional Services (Millions of Dollars),5,Southeast,9.3,1990,76,1793477,West Virginia,182.40523335883705,0.00010170480767739818
Other Professional Services (Millions of Dollars),3,Great Lakes,9.6,1990,281,4891954,Wisconsin,674.4193496557002,0.00013786297860848655
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.0,1990,27,453589,Wyoming,64.80185921958686,0.00014286470619787265
Dental Services (Millions of Dollars),5,Southeast,6.3,1990,369,4040389,Alabama,885.6254093343537,0.00021919310475658498
Dental Services (Millions of Dollars),8,Far West,7.3,1990,95,550043,Alaska,228.00654169854633,0.00041452494022930266
Dental Services (Millions of Dollars),6,Southwest,8.0,1990,447,3665339,Arizona,1072.83078041316,0.00029269619547145847
Dental Services (Millions of Dollars),5,Southeast,7.0,1990,206,2350624,Arkansas,494.4141851568478,0.0002103331647923478
Dental Services (Millions of Dollars),8,Far West,6.2,1990,4855,29811427,California,11652.334315225711,0.0003908680491955555
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,1990,489,3294473,Colorado,1173.6336725325173,0.00035624322085277895
Dental Services (Millions of Dollars),1,New England,6.1,1990,641,3287116,Connecticut,1538.4441392501915,0.000468022466882882
Dental Services (Millions of Dollars),2,Mideast,6.9,1990,82,666168,Delaware,196.80564651874525,0.0002954294510074715
Dental Services (Millions of Dollars),2,Mideast,5.9,1990,100,606900,District of Columbia,240.0068859984698,0.00039546364474949715
Dental Services (Millions of Dollars),5,Southeast,7.3,1990,1686,12938071,Florida,4046.516097934201,0.0003127603873818748
Dental Services (Millions of Dollars),5,Southeast,7.5,1990,752,6478149,Georgia,1804.8517827084931,0.0002786060929917625
Dental Services (Millions of Dollars),8,Far West,5.5,1990,195,1108229,Hawaii,468.01342769701614,0.000422307508373284
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,1990,124,1006734,Idaho,297.6085386381026,0.00029561784804933835
Dental Services (Millions of Dollars),3,Great Lakes,5.7,1990,1386,11430602,Illinois,3326.4954399387916,0.00029101664461231275
Dental Services (Millions of Dollars),3,Great Lakes,6.4,1990,545,5544156,Indiana,1308.0375286916603,0.00023593086642793967
Dental Services (Millions of Dollars),4,Plains,5.8,1990,275,2776831,Iowa,660.018936495792,0.00023768783065868682
Dental Services (Millions of Dollars),4,Plains,6.3,1990,271,2477588,Kansas,650.4186610558532,0.0002625209118932822
