Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendAdjust,perCapSpendAdjusted
Home Health Care (Millions of Dollars),5,Southeast,12.1,1990,360,4877203,Tennessee,864.0247895944914,0.00017715579802491128
Home Health Care (Millions of Dollars),6,Southwest,13.3,1990,762,16986335,Texas,1828.85247130834,0.00010766610168163644
Home Health Care (Millions of Dollars),7,Rocky Mountains,16.9,1990,28,1722850,Utah,67.20192807957156,3.900625595935314e-05
Home Health Care (Millions of Dollars),1,New England,10.4,1990,30,562758,Vermont,72.00206579954094,0.0001279449884311568
Home Health Care (Millions of Dollars),5,Southeast,11.3,1990,196,6189197,Virginia,470.4134965570008,7.600557819649315e-05
Home Health Care (Millions of Dollars),8,Far West,10.4,1990,179,4866669,Washington,429.612325937261,8.82764630052426e-05
Home Health Care (Millions of Dollars),5,Southeast,12.6,1990,59,1793477,West Virginia,141.6040627390972,7.89550480653486e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.3,1990,223,4891954,Wisconsin,535.2153557765878,0.00010940727483876337
Home Health Care (Millions of Dollars),7,Rocky Mountains,7.7,1990,9,453589,Wyoming,21.60061973986228,4.7621568732624204e-05
Prescription Drugs (Millions of Dollars),5,Southeast,10.0,1990,747,4040389,Alabama,1792.8514384085695,0.0004437323827999159
Prescription Drugs (Millions of Dollars),8,Far West,9.8,1990,64,550043,Alaska,153.60440703902069,0.000279258907101846
Prescription Drugs (Millions of Dollars),6,Southwest,11.0,1990,529,3665339,Arizona,1269.6364269319051,0.00034638990470783334
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,1990,386,2350624,Arkansas,926.4265799540935,0.00039411942529051587
Prescription Drugs (Millions of Dollars),8,Far West,9.6,1990,4149,29811427,California,9957.885700076513,0.00033402915264930163
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.5,1990,405,3294473,Colorado,972.0278882938028,0.00029504806635046116
Prescription Drugs (Millions of Dollars),1,New England,10.2,1990,595,3287116,Connecticut,1428.0409716908955,0.00043443583119393887
Prescription Drugs (Millions of Dollars),2,Mideast,12.2,1990,114,666168,Delaware,273.6078500382556,0.0004107189928640457
Prescription Drugs (Millions of Dollars),2,Mideast,9.5,1990,86,606900,District of Columbia,206.40592195868405,0.00034009873448456756
Prescription Drugs (Millions of Dollars),5,Southeast,11.2,1990,2122,12938071,Florida,5092.94612088753,0.00039364029776058036
Prescription Drugs (Millions of Dollars),5,Southeast,10.4,1990,1082,6478149,Georgia,2596.874506503443,0.0004008667455014454
Prescription Drugs (Millions of Dollars),8,Far West,10.5,1990,174,1108229,Hawaii,417.6119816373375,0.0003768282382407765
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.9,1990,134,1006734,Idaho,321.60922723794954,0.0003194579970855753
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.2,1990,1825,11430602,Illinois,4380.125669472074,0.0003831929122781175
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,1990,992,5544156,Indiana,2380.8683091048206,0.00042943746696608474
Prescription Drugs (Millions of Dollars),4,Plains,9.2,1990,463,2776831,Iowa,1111.2318821729152,0.0004001798748908073
Prescription Drugs (Millions of Dollars),4,Plains,9.5,1990,430,2477588,Kansas,1032.0296097934204,0.0004165460963620345
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,1990,693,3686892,Kentucky,1663.2477199693958,0.00045112461118182896
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,1990,728,4221826,Louisiana,1747.2501300688602,0.00041386123683658687
Prescription Drugs (Millions of Dollars),1,New England,10.0,1990,183,1227928,Maine,439.2126013771998,0.0003576859566499011
Prescription Drugs (Millions of Dollars),2,Mideast,10.1,1990,803,4780753,Maryland,1927.2552945677126,0.0004031279789120485
Prescription Drugs (Millions of Dollars),1,New England,10.0,1990,950,6016425,Massachusetts,2280.0654169854633,0.0003789734629760137
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.7,1990,1791,9295287,Michigan,4298.523328232594,0.0004624411627346842
Prescription Drugs (Millions of Dollars),4,Plains,9.7,1990,605,4375665,Minnesota,1452.0416602907424,0.0003318447962288572
Prescription Drugs (Millions of Dollars),5,Southeast,9.3,1990,439,2575475,Mississippi,1053.6302295332825,0.0004091013228756958
Prescription Drugs (Millions of Dollars),4,Plains,9.8,1990,837,5116901,Missouri,2008.8576358071925,0.0003925926328860364
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.7,1990,106,799065,Montana,254.40729915837798,0.00031838123201288754
Prescription Drugs (Millions of Dollars),4,Plains,9.9,1990,260,1578417,Nebraska,624.0179035960215,0.0003953441350391066
Prescription Drugs (Millions of Dollars),8,Far West,12.5,1990,158,1201675,Nevada,379.2108798775823,0.0003155685854141779
Prescription Drugs (Millions of Dollars),1,New England,11.0,1990,175,1109252,New Hampshire,420.0120504973222,0.0003786443932463698
Prescription Drugs (Millions of Dollars),2,Mideast,10.2,1990,1411,7747750,New Jersey,3386.497161438409,0.0004370942740070871
Prescription Drugs (Millions of Dollars),6,Southwest,9.7,1990,200,1515069,New Mexico,480.0137719969396,0.0003168263438806679
Prescription Drugs (Millions of Dollars),2,Mideast,10.5,1990,2974,17990778,New York,7137.804789594492,0.0003967479777469597
Prescription Drugs (Millions of Dollars),5,Southeast,10.7,1990,1110,6632448,North Carolina,2664.0764345830153,0.0004016731732511156
Prescription Drugs (Millions of Dollars),4,Plains,9.8,1990,94,638800,North Dakota,225.60647283856164,0.0003531723118950558
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.5,1990,1776,10847115,Ohio,4262.522295332824,0.00039296368622742766
Prescription Drugs (Millions of Dollars),6,Southwest,9.5,1990,516,3145576,Oklahoma,1238.4355317521042,0.00039370707678088344
Prescription Drugs (Millions of Dollars),8,Far West,9.7,1990,348,2842337,Oregon,835.223963274675,0.00029385113843807933
Prescription Drugs (Millions of Dollars),2,Mideast,9.8,1990,2239,11882842,Pennsylvania,5373.75417750574,0.00045222802571184064
Prescription Drugs (Millions of Dollars),1,New England,10.2,1990,180,1003464,Rhode Island,432.0123947972457,0.0004305210698114189
Prescription Drugs (Millions of Dollars),5,Southeast,10.8,1990,527,3486310,South Carolina,1264.8362892119358,0.0003628008665930269
Prescription Drugs (Millions of Dollars),4,Plains,9.7,1990,92,696004,South Dakota,220.80633511859224,0.0003172486582240795
Prescription Drugs (Millions of Dollars),5,Southeast,9.7,1990,943,4877203,Tennessee,2263.2649349655703,0.00046404977093747593
Prescription Drugs (Millions of Dollars),6,Southwest,10.3,1990,2581,16986335,Texas,6194.577727620505,0.0003646800635699523
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,10.2,1990,227,1722850,Utah,544.8156312165265,0.0003162292893847558
Prescription Drugs (Millions of Dollars),1,New England,10.5,1990,87,562758,Vermont,208.80599081866876,0.0003710404664503548
Prescription Drugs (Millions of Dollars),5,Southeast,10.1,1990,1000,6189197,Virginia,2400.068859984698,0.0003877835622270059
Prescription Drugs (Millions of Dollars),8,Far West,9.5,1990,758,4866669,Washington,1819.2521958684013,0.00037381876512834576
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,1990,368,1793477,West Virginia,883.225340474369,0.0004924653845431912
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.9,1990,770,4891954,Wisconsin,1848.0530221882177,0.00037777399832218737
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,8.3,1990,66,453589,Wyoming,158.40454475899008,0.00034922483737257756
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,1990,332,4040389,Alabama,796.8228615149197,0.0001972143923555182
Other Non-durable Medical Products (Millions of Dollars),8,Far West,3.7,1990,66,550043,Alaska,158.40454475899008,0.0002879857479487787
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.3,1990,370,3665339,Arizona,888.0254781943383,0.0002422764928958381
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,1990,180,2350624,Arkansas,432.0123947972457,0.000183786260498168
Other Non-durable Medical Products (Millions of Dollars),8,Far West,5.4,1990,3036,29811427,California,7286.609058913544,0.000244423356819301
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.8,1990,331,3294473,Colorado,794.422792654935,0.00024113804928889537
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,1990,304,3287116,Connecticut,729.6209334353482,0.0002219638532486679
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.1,1990,68,666168,Delaware,163.20468247895948,0.00024499027644522023
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,2.5,1990,65,606900,District of Columbia,156.00447589900537,0.00025705136908717315
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,6.7,1990,1356,12938071,Florida,3254.4933741392506,0.00025154394145303815
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.1,1990,572,6478149,Georgia,1372.8393879112473,0.00021191846435011718
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.3,1990,171,1108229,Hawaii,410.4117750573834,0.00037033119965041827
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.0,1990,81,1006734,Idaho,194.40557765876054,0.00019310520719351937
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.2,1990,919,11430602,Illinois,2205.6632823259374,0.000192961252812926
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.8,1990,423,5544156,Indiana,1015.2291277735274,0.00018311698440186882
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,1990,201,2776831,Iowa,482.4138408569243,0.00017372819622689473
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.9,1990,174,2477588,Kansas,417.6119816373375,0.00016855586224882326
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.4,1990,293,3686892,Kentucky,703.2201759755166,0.00019073522521829132
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.4,1990,379,4221826,Louisiana,909.6260979342006,0.00021545797906739894
Other Non-durable Medical Products (Millions of Dollars),1,New England,5.9,1990,83,1227928,Maine,199.20571537872993,0.00016222914973738683
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.7,1990,500,4780753,Maryland,1200.034429992349,0.0002510136854994075
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.5,1990,569,6016425,Massachusetts,1365.6391813312935,0.00022698515835089665
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.0,1990,721,9295287,Michigan,1730.4496480489674,0.00018616419784014927
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,1990,359,4375665,Minnesota,861.6247207345067,0.00019691286255563593
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.3,1990,186,2575475,Mississippi,446.41280795715386,0.0001733322233596342
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.0,1990,395,5116901,Missouri,948.0271996939558,0.0001852737036917376
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,4.9,1990,78,799065,Montana,187.20537107880645,0.00023428052921703045
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.3,1990,117,1578417,Nebraska,280.8080566182097,0.00017790486076759798
Other Non-durable Medical Products (Millions of Dollars),8,Far West,8.0,1990,140,1201675,Nevada,336.00964039785777,0.00027961773391129693
Other Non-durable Medical Products (Millions of Dollars),1,New England,6.0,1990,106,1109252,New Hampshire,254.40729915837798,0.00022935031819494396
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.2,1990,788,7747750,New Jersey,1891.2542616679423,0.00024410367676653768
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,5.8,1990,137,1515069,New Mexico,328.80943381790365,0.00021702604555825752
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.3,1990,1624,17990778,New York,3897.71182861515,0.00021665054332920732
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,1990,542,6632448,North Carolina,1300.8373221117065,0.0001961323062181123
Other Non-durable Medical Products (Millions of Dollars),4,Plains,5.5,1990,50,638800,North Dakota,120.0034429992349,0.00018785761271013603
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.9,1990,924,10847115,Ohio,2217.663626625861,0.00020444732323994546
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,4.9,1990,260,3145576,Oklahoma,624.0179035960215,0.00019837953481207304
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.0,1990,289,2842337,Oregon,693.6199005355777,0.00024403154887530146
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,4.9,1990,979,11882842,Pennsylvania,2349.6674139250194,0.00019773614880388206
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,1990,94,1003464,Rhode Island,225.60647283856164,0.00022482766979040766
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,1990,281,3486310,South Carolina,674.4193496557002,0.0001934479004034926
Other Non-durable Medical Products (Millions of Dollars),4,Plains,4.7,1990,50,696004,South Dakota,120.0034429992349,0.00017241774903482582
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.7,1990,407,4877203,Tennessee,976.8280260137722,0.00020028447165594136
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.0,1990,1662,16986335,Texas,3988.9144452945684,0.0002348307887071913
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.2,1990,150,1722850,Utah,360.01032899770473,0.00020896208549653467
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.6,1990,41,562758,Vermont,98.40282325937262,0.0001748581508559143
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.1,1990,580,6189197,Virginia,1392.039938791125,0.00022491446609166342
Other Non-durable Medical Products (Millions of Dollars),8,Far West,4.7,1990,502,4866669,Washington,1204.8345677123184,0.00024756862809291496
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.6,1990,141,1793477,West Virginia,338.40970925784245,0.00018868918266464664
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,5.2,1990,336,4891954,Wisconsin,806.4231369548585,0.0001648468356314999
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.1,1990,35,453589,Wyoming,84.00241009946444,0.00018519498951576082
Durable Medical Products (Millions of Dollars),5,Southeast,7.1,1990,212,4040389,Alabama,508.81459831675596,0.00012593208186557184
Durable Medical Products (Millions of Dollars),8,Far West,7.6,1990,30,550043,Alaska,72.00206579954094,0.00013090261270399031
Durable Medical Products (Millions of Dollars),6,Southwest,7.5,1990,315,3665339,Arizona,756.0216908951799,0.00020626241962753782
Durable Medical Products (Millions of Dollars),5,Southeast,7.4,1990,83,2350624,Arkansas,199.20571537872993,8.474588678526636e-05
Durable Medical Products (Millions of Dollars),8,Far West,7.7,1990,1129,29811427,California,2709.6777429227245,9.089392946277695e-05
Durable Medical Products (Millions of Dollars),7,Rocky Mountains,7.7,1990,272,3294473,Colorado,652.8187299158379,0.00019815573838845787
Durable Medical Products (Millions of Dollars),1,New England,6.8,1990,170,3287116,Connecticut,408.01170619739867,0.00012412452319826822
Durable Medical Products (Millions of Dollars),2,Mideast,7.9,1990,52,666168,Delaware,124.8035807192043,0.0001873455055169331
Durable Medical Products (Millions of Dollars),2,Mideast,5.0,1990,38,606900,District of Columbia,91.20261667941853,0.0001502761850048089
